date,value
2023-04-10,17240.396336583086
2023-04-11,17232.290186206308
2023-04-12,17247.20052695285
2023-04-13,17366.904499730143
2023-04-14,17549.915895535985
2023-04-17,17743.501089395842
2023-04-18,18072.152582018083
2023-04-19,18158.322031379503
2023-04-20,18230.784288368588
2023-04-21,18132.96493032698
2023-04-24,18255.260994056294
2023-04-25,17865.1168110702
2023-04-26,17527.29229939261
2023-04-27,17818.681938607944
2023-04-28,18006.66517226492
2023-05-01,18371.627486096797
2023-05-02,18407.861772014345
2023-05-03,18421.696969616645
2023-05-04,18003.99281227766
2023-05-05,18286.82994646756
2023-05-08,18421.040795347246
2023-05-09,18426.996717341943
2023-05-10,18073.640981349985
2023-05-11,17916.508676210866
2023-05-12,17803.73863551498
2023-05-15,18391.893492555013
2023-05-16,18177.622069631518
2023-05-17,18601.391047842448
2023-05-18,18652.78054689616
2023-05-19,18679.277448003104
2023-05-22,18737.767936182532
2023-05-23,18208.228532082616
2023-05-24,18046.64431849559
2023-05-25,18251.671141877414
2023-05-26,18647.67426837176
2023-05-30,18951.031460971724
2023-05-31,18280.38377253055
2023-06-01,19055.61571169019
2023-06-02,19003.63168320516
2023-06-05,18847.71309558994
2023-06-06,18788.07874376812
2023-06-07,18459.36071264581
2023-06-08,18750.237366719757
2023-06-09,18838.49458473408
2023-06-12,19065.522303804682
2023-06-13,19524.260107539096
2023-06-14,19954.34663967674
2023-06-15,19951.767118618096
2023-06-16,20012.63351227154
2023-06-20,20198.482825006286
2023-06-21,20036.55578030972
2023-06-22,20035.13159951385
2023-06-23,19766.823432092948
2023-06-26,19314.546472161106
2023-06-27,19736.28270934943
2023-06-28,19649.266043901964
2023-06-29,19589.36405584534
2023-06-30,20160.64676777374
2023-07-03,20088.060250503324
2023-07-05,20132.075383596362
2023-07-06,19979.692650018893
2023-07-07,20137.950501543375
2023-07-10,20214.77583949014
2023-07-11,20343.773083895707
2023-07-12,20818.928393699676
2023-07-13,21420.295663345838
2023-07-14,21191.80407388846
2023-07-17,21529.409730450956
2023-07-18,21817.929461113075
2023-07-19,21652.323310329608
2023-07-20,21229.617582149196
2023-07-21,20791.370311863895
2023-07-24,20855.01805399159
2023-07-25,21596.76727937753
2023-07-26,21405.283961546193
2023-07-27,21647.411712178255
2023-07-28,21896.342642867727
2023-07-31,21842.06233052088
2023-08-01,21740.529251232925
2023-08-02,20996.576859177032
2023-08-03,21082.47587234342
2023-08-04,21157.70006985466
2023-08-07,21498.415804624805
2023-08-08,21194.68572116439
2023-08-09,20483.507737338998
2023-08-10,20527.928821534013
2023-08-11,20145.311202711222
2023-08-14,21030.99708427145
2023-08-15,20952.57754776001
2023-08-16,20766.138627803237
2023-08-17,20511.760590837515
2023-08-18,20540.738346366652
2023-08-21,21606.206152212275
2023-08-22,21211.827797383427
2023-08-23,21646.761960975302
2023-08-24,21298.598791068227
2023-08-25,21121.24797160149
2023-08-28,21109.245317593333
2023-08-29,21243.688080146385
2023-08-30,21229.49553459063
2023-08-31,20997.77799993808
2023-09-01,21499.222777109622
2023-09-05,21357.839529516295
2023-09-06,21438.51097471278
2023-09-07,21742.207545665966
2023-09-08,21759.027519816373
2023-09-11,22112.667125269712
2023-09-12,21801.188064376103
2023-09-13,21969.227381756995
2023-09-14,22556.886855936857
2023-09-15,21985.7486994295
2023-09-18,22140.323548768403
2023-09-19,22147.340910478655
2023-09-20,22002.81683375381
2023-09-21,21900.380176361687
2023-09-22,22013.45983482167
2023-09-25,22330.22276120598
2023-09-26,21717.376110644553
2023-09-27,22055.378395801836
2023-09-28,21912.495252811004
2023-09-29,21815.879710061214
2023-10-02,21225.314453800245
2023-10-03,21156.653332268033
2023-10-04,21426.621442268948
2023-10-05,21695.032827445684
2023-10-06,22224.764997393464
2023-10-09,22461.712726203335
2023-10-10,22771.685227052483
2023-10-11,23203.904863394746
2023-10-12,23259.785075378095
2023-10-13,22807.536092404876
2023-10-16,23397.86152836757
2023-10-17,23480.34421231719
2023-10-18,23211.63531086593
2023-10-19,22858.990307829154
2023-10-20,22451.20390867131
2023-10-23,22520.251758730472
2023-10-24,22853.697969517678
2023-10-25,22314.734770392522
2023-10-26,22250.749335938548
2023-10-27,22055.492050719302
2023-10-30,22496.764050557682
2023-10-31,22449.43931150929
2023-11-01,22900.74422208031
2023-11-02,23278.268821076712
2023-11-03,23300.1006973688
2023-11-06,24545.624247146836
2023-11-07,23828.098786566134
2023-11-08,24064.764557286046
2023-11-09,23963.87800089798
2023-11-10,24263.41858117911
2023-11-13,24274.98848113117
2023-11-14,25128.01502273903
2023-11-15,24345.600441668204
2023-11-16,24360.44596780933
2023-11-17,24378.127884750837
2023-11-20,24511.37648790317
2023-11-21,24527.14063351404
2023-11-22,24669.252607762723
2023-11-24,24805.774079847004
2023-11-27,24975.602385300852
2023-11-28,24861.44374145602
2023-11-29,24184.37803531096
2023-11-30,24261.630458741613
2023-12-01,24022.89499345736
2023-12-04,23862.56838784833
2023-12-05,23766.910153212335
2023-12-06,22776.326704174022
2023-12-07,22404.037225506985
2023-12-08,22570.892806051623
2023-12-11,23369.798870248735
2023-12-12,23084.233778515412
2023-12-13,23486.979776431803
2023-12-14,23223.604285110483
2023-12-15,23766.343998654476
2023-12-18,23912.400445814797
2023-12-19,24167.67603063784
2023-12-20,23452.165096540197
2023-12-21,23688.916630889416
2023-12-22,23159.486474252608
2023-12-26,23553.246149695577
2023-12-27,23579.794895999657
2023-12-28,23522.636535894337
2023-12-29,23493.702553087278
2024-01-02,23254.811724163163
2024-01-03,23486.24577306436
2024-01-04,23383.237740940807
2024-01-05,23558.04720767002
2024-01-08,23734.15275638265
2024-01-09,23636.242542392352
2024-01-10,23547.64878472325
2024-01-11,23057.340231925555
2024-01-12,23092.525729025012
2024-01-16,22857.945807095854
2024-01-17,22848.695882834993
2024-01-18,22733.996415349236
