date,HHI,num_sectors
2024-01-29,66.44553289106578,3
2024-04-29,56.27751255502509,2
2024-07-30,51.36710273420548,2
2024-10-28,33.33746667493337,3
2025-01-30,45.16709033418067,3
2025-05-01,37.57827515655032,3
2025-08-01,86.83117366234733,2
2025-10-30,34.39146878293757,3
