date,Consumer Defensive,Financials,Healthcare,Industrials,Technology,Real Estate,Communication
2024-01-29,80.31496062992126,9.448818897637794,10.236220472440946,,,,
2024-04-29,,,,67.71653543307086,32.28346456692913,,
2024-07-30,41.73228346456694,,,58.26771653543308,,,
2024-10-28,33.85826771653544,,,33.07086614173229,,33.07086614173229,
2025-01-30,19.68503937007874,,,,61.417322834645674,18.89763779527559,
2025-05-01,,,,,42.51968503937008,16.53543307086614,40.94488188976378
2025-08-01,,,,92.91338582677166,,7.086614173228348,
2025-10-30,,,,29.13385826771654,29.13385826771654,,41.73228346456693
