,AAPL,AMD,AMZN,ARKK,AXP,BA,BAC,BNTX,C,CRM,CSCO,CVX,DIS,GE,GEV,GOOGL,GS,HOOD,INTC,JPM,KO,LMT,MA,META,MRNA,MS,MSFT,NFLX,NOC,NVDA,ORCL,OXY,PFE,PLTR,PYPL,QQQ,REGN,RTX,SPY,TSLA,V,VOO,VTI,WMT,XLB,XLE,XLF,XLI,XLK,XLV,XLY,XOM
2022-03-08,154.566826513607,105.53,136.0145,58.1355371900826,152.963830012025,173.8,35.2093361054973,125.283803125365,47.9578905454518,190.052570494521,48.8812621990225,148.289798208402,129.594873515004,53.9583508825115,,126.228009723794,293.607524200124,11.75,44.3694694062994,116.706799730603,52.4392634839941,409.043027734364,307.914568145363,189.133929905016,129.28,73.7273525304501,267.949018259285,341.76,424.586007426289,21.4777416341233,69.8112480399216,51.8335832273501,39.5795982240892,11.04,94.9,315.736899728265,612.147553889962,87.4377266654942,394.848933945078,274.8,186.666320878234,362.264945170202,198.860671084238,43.9868917484352,73.9333247128312,67.8479390909433,33.4140490200205,91.4874798621748,139.350872040436,120.037239019685,158.381673460663,77.6724254994071
2022-03-09,159.976272741313,111.05,139.279,61.2,161.183067363499,178.56,37.444704684364,137.063374190133,48.901840277347,201.015619646329,50.2470621722305,144.585379394306,131.46379389207,55.8559219288618,,132.499959146597,304.771864199893,12.42,44.4909016383587,121.382348839062,52.7074492842873,408.797049833992,321.432912052741,197.294051637741,142.49,77.3469044671869,280.236693013608,358.79,425.257087912638,22.9752136268343,72.448329140025,54.7100622965602,40.6725424414913,11.65,100.22,327.102842245157,620.800906922633,90.8209259998365,405.43515401193,286.323333333333,194.504534237317,371.920295159061,204.380107944134,44.2151645036527,76.222597773389,65.7741756701858,34.6415421275984,93.1457493220865,144.863952441562,122.305288773016,163.476075725709,73.2570073717922
2022-03-10,155.627117244265,106.46,146.8175,59.0479338842975,162.091006373255,178.39,37.1071184091882,134.189354361882,47.9666308207472,198.037390589745,49.1598135093478,148.541976953963,131.453957469033,55.9048915042515,,131.516289460382,301.400635509292,12.05,43.5848303683774,119.945117790158,51.7419804032318,404.824962257605,317.965162963457,194.024039396491,139.52,75.9840413907628,277.41004214127,356.77,420.238162021777,22.6198136072309,72.9719373006953,55.3094942834616,41.0479812947974,11.87,98.55,323.470427626356,627.701682125901,90.8117074730399,403.604382978863,279.433333333333,192.761627167409,370.263740013913,203.461779684426,45.2201987175963,76.4265006370824,67.7866886945496,34.3510666593929,93.0232635097066,142.330653172735,122.258233798881,164.638296774769,75.5310804355137
2022-03-11,151.906282180199,104.29,145.5245,55.1206611570248,160.466273408428,176.23,36.7969039941618,132.595935205403,47.3373309994837,195.811139633828,49.1418424570687,148.611543504462,129.594873515004,56.4864052120041,,128.974935874292,298.751160386597,11.02,42.8095322713831,117.243487274181,51.7777385099376,399.978286591005,318.1610809911,186.470211726733,138.2,75.3822576946794,272.04814770302,340.32,412.383684780147,22.0627540259424,74.0857946606668,55.1382280014898,41.9406914571029,11.39,96.57,316.762178048088,639.870148645951,89.3459617123848,398.472532570111,265.116666666667,191.53477638077,365.540191342894,200.697327603654,45.042653241316,75.8611336059325,67.2441851836341,34.1074420731561,92.2789266498599,139.826472286308,121.345367300652,161.471244416081,75.1417449693513
2022-03-14,147.871286899641,102.25,141.853,51.8578512396694,165.139769995487,175.52,37.5906879384941,148.510575614899,47.398512926551,191.081593158589,48.7914069376272,144.976691240866,126.919366448888,56.5904655597071,,125.082464056911,296.905663921824,10.65,41.4737777187303,118.407826351774,52.7253283376402,404.906954891063,321.88352351632,185.496165527212,150.07,74.9751687237995,268.522119295257,331.01,417.223025752126,21.2940517363507,73.37178353248,52.8927367489701,43.5926224116496,10.5,96.87,310.67886001714,653.64182556676,89.4565840339437,395.5603734657,255.456666666667,195.059538164606,362.870771051856,198.718661559541,45.6704033181641,75.7499138620998,65.2316721592703,34.5384701872674,92.5898521735933,137.23493625268,122.201767829918,158.778765652425,72.4517908395016
2022-03-15,152.259712423751,109.33,147.3665,53.9404958677686,168.245877134126,179.89,37.864406539988,141.784978193687,48.1676571525397,194.069716663865,49.9595253357656,137.637420163173,132.004797159116,56.52925359047,,128.30707331601,300.724562546949,11.04,41.8567562967637,120.509094530867,53.698053903145,408.75149837096,328.162696302283,190.863358871513,148.12,76.3999801218792,278.925360134688,343.75,423.272201967099,22.9342827257002,76.732395909146,51.8841686440248,43.5592500691335,10.77,100.46,320.423886333169,663.12167837125,89.991258588145,404.258907337835,267.296666666667,200.716683458553,370.831701777964,202.865339680698,46.2188920216728,76.6211351887898,62.8429066999167,35.0257193597411,94.0596819221514,141.845346799396,124.639215490137,164.095926951875,68.3283743115085
2022-03-16,156.677590468157,115.37,153.104,59.5438016528926,172.613541633688,188.99,39.0505204797948,160.241268791431,49.6447636774497,203.400181781334,50.1482213846957,137.141758490864,135.880347835769,57.9677348675421,,132.361421114061,311.322463037727,12.78,43.5568075455945,125.894162764734,53.5539464119591,383.853068677692,337.645128840212,202.392885314827,169.36,81.2053999303097,285.957989796451,357.53,401.164353268938,24.4547159556328,76.1231064130933,50.4188904538213,44.1516091487942,11.79,107.92,332.307350287686,675.120861805506,88.3134867111687,413.223045297669,280.076666666667,206.295933464459,379.123943533101,207.939813363209,46.082562459529,77.8260157469781,62.5541548312037,36.0095878810821,95.3033840170852,146.455757346112,126.135563667647,169.693958338181,68.0717668451742
2022-03-17,157.688793664988,111.69,157.239,62.4099173553719,178.691954372685,190.19,39.2603714076068,161.297031177319,50.0730371669206,208.18909494873,50.4717003257186,139.515717026658,137.188592099716,58.4757942122101,,132.916069796293,313.615629437025,13.39,44.0331955329042,127.486032597381,54.1213696585035,390.458030817326,339.369207483471,206.577308273995,168.26,83.063849579979,286.764216677564,371.4,405.294806403225,24.7242609143208,76.732395909146,55.195316762147,45.2528964518254,12.32,112.16,336.330347123561,682.340287523211,90.1110994365004,418.392839147521,290.533333333333,207.834365403261,383.762297939513,210.723200047273,46.1523124680677,79.3182139767343,64.7066687616102,36.4593563479809,96.5282421408837,147.494312985057,128.130694570992,172.52202955756,69.8857161761583
2022-03-18,160.987475938144,113.46,161.2505,65.2264462809917,182.275924148037,192.83,39.1417600136261,170.544727631485,50.1254788186926,216.49053740213,50.2919898029281,140.637477653462,138.005015211803,58.5125213937524,,135.186802494454,315.543350991813,13.44,44.3227647016611,127.440550602162,54.1303763767027,388.262450299186,342.944711487959,215.174756871811,178.93,83.9134265626849,291.824990232507,380.6,404.491400187174,26.4084177487898,77.7605719337351,53.5111983227573,45.478159763809,12.82,118.77,343.214358699514,683.047293352118,89.8990733201792,422.961237993214,301.796666666667,213.345457032131,388.00307911109,213.184698475357,46.2891685080737,79.8001662000097,64.6454183652165,36.5436879355244,96.8956995780232,150.512918627223,128.921218136469,176.153970335873,69.6114116431802
2022-03-21,162.361926885292,115.92,161.4915,63.4512396694215,180.718091952351,185.9,39.0870162933273,166.302126932639,49.8020886327656,211.464157466102,50.3189463813467,143.16796092788,136.352496141555,58.0411892306266,,135.162967994233,309.714505721885,13.05,44.2667190560953,127.031212645196,54.5626988502603,400.852874681219,338.526759964606,210.205133404866,175.38,81.9576295504139,290.591365968634,374.59,422.11907775112,26.6889441687576,77.0751212506757,58.0021808277966,45.2111810236803,12.59,114.65,342.261035388632,690.276676898399,92.1299568049499,422.837542859274,307.053333333333,211.329916454081,388.022011169892,212.985885140781,45.904061976894,80.4605362095103,67.2266518201636,36.5080184850464,97.1129243974846,150.227188676243,128.82368352718,174.680623680497,72.7349439058016
2022-03-22,165.739149212571,114.78,164.889,66.4165289256198,182.858916564828,191.04,40.3096260466667,170.710912451486,50.2565829481225,215.906764929245,50.4717003257186,142.689690893196,137.818123174096,58.0901588060163,,138.903494872704,313.378090288094,13.42,45.2008131488595,129.732843161173,54.7608466506409,401.390381944996,342.396141010558,215.333784822753,186.72,83.3824409484937,295.351018640269,382.92,421.835522616043,26.4792980897781,77.874813714245,56.7462280933365,44.2517261763425,13.27,117.87,348.98737200733,689.719038498135,93.4574246636564,427.785348216884,331.326666666667,212.722294727807,392.527841164693,215.598860395208,45.767205936888,80.8977711733034,66.7321434132374,37.1006505810417,97.6423046920684,152.385932665248,128.85200472391,179.016598735205,72.4163967062142
2022-03-23,167.103782652954,113.92,163.408,65.1272727272727,177.784015362929,186.04,39.3151151279056,162.597183004385,49.25145128916,208.881706357238,48.9531464081387,144.228850822996,135.38852668391,57.355615175171,,137.321976472607,306.617360664666,13.08,45.0887218577278,127.149465832764,54.4005779226762,405.635778299574,335.196153494672,212.163165050842,178.73,81.754085064974,290.911914005703,374.49,422.421536561869,25.5907980407696,76.5324727932537,56.9365239621941,43.5425638978755,13.18,114.65,343.971949499493,666.397803972802,93.3191467617078,422.276157251391,333.036666666667,209.032005456884,387.472981464643,212.671760072151,45.1784066950018,80.5256563105008,67.8801093578875,36.4139498983805,96.7064359570006,150.042431307815,126.539106990937,176.795260284359,73.5578575047358
2022-03-24,170.893340264378,120.53,163.6495,65.8512396694215,180.526946897665,189.05,39.2968672211393,166.585618684406,49.3126332162273,211.721413132119,48.9711174604178,144.611466850744,136.686934524819,57.6127054459669,,140.595744388412,307.183800173656,12.96,48.2179370684878,127.97723814574,54.9229675782251,409.717189387237,342.219814785679,218.23604492745,179.68,81.532841059061,295.389872947793,375.71,429.652192506329,28.1025577298769,78.2937002427813,54.9479321326322,43.8762873230365,13.39,116.05,351.617291412024,676.89335529206,93.7616360479433,428.641699144162,337.973333333333,211.592813051218,393.212897712431,215.701380554579,45.4584841722233,82.1443559636924,68.0478889959517,36.7055625170448,97.4437870815995,153.941784188854,128.049570816552,178.172684127242,73.7790708377827
