,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,JNJ,PG,XOM,JPM,UNH,SH,VOO
2023-04-04,163.591494324895,281.728172128845,103.997869298693,103.95,27.4317988750227,213.415510164512,192.58,146.647275722573,141.117713580818,105.425739210102,120.11514604983,471.672666748735,52.8491858789584,362.764756740847
2023-04-05,161.74450951304,278.942086716052,103.749593254722,101.1,26.8602406133932,210.195194157932,185.52,153.235253532811,142.085238342771,107.231413929663,120.292858849623,486.953618020189,53.0249982072317,361.88545586283
2023-04-06,162.633432684521,286.064262806502,107.672354749468,102.06,27.0161201392922,214.787126241389,185.06,152.809625752936,142.987008994689,105.453236794664,120.160886431796,490.377010107286,52.8491858789584,363.267214385429
2023-04-10,160.035801638971,283.896217467674,105.706008481215,102.17,27.557701569018,213.445327905314,184.51,152.041645193597,141.803435014047,104.985777857112,120.556803685278,492.643333919135,52.7788609476491,363.663382912887
2023-04-11,158.82093997128,277.460752570518,104.623524929501,99.92,27.1480181996682,212.550795681264,186.79,151.99538130448,141.521631685323,105.728212640282,121.150679565501,498.180049054411,52.7788609476491,363.711696147943
2023-04-12,158.12955528235,278.108223124195,103.918420964622,97.83,26.4745387095664,212.699884385272,180.54,151.671534080662,141.906762901246,105.618222302035,121.131826362954,498.390425104456,53.0249982072317,362.262299096266
2023-04-13,163.522355856002,284.337674663363,106.689181615342,102.4,26.4425634222025,219.011306188293,185.9,153.69789242398,142.564304001602,106.113178824148,121.59372982535,503.209949160034,52.3217488941385,366.958345543701
2023-04-14,163.176663511537,280.707915498808,108.119251628616,102.51,26.7373356025883,220.144380338757,185.0,153.448067422749,141.84100879121,106.369822946725,130.775239465624,489.401630238895,52.4623987567571,366.204659076829
2023-04-17,163.196417359792,283.317418033326,105.239249518549,102.74,26.9811471687379,217.530358395143,187.04,153.290770199751,141.887976012664,105.132431641442,131.812165605696,483.243349501213,52.3217488941385,367.451140541271
2023-04-18,164.421155951611,282.895581157445,103.779386379998,102.3,27.6456336092686,216.566251442556,184.31,148.978975734061,142.038271121317,107.18558462206,133.292142005617,482.411407848762,52.2514239628291,367.702369363562
2023-04-19,165.566879150408,282.974062436679,103.461593043715,104.3,27.9094297300207,214.389556364034,180.59,150.385397963214,142.066451454189,106.846447745797,133.122463182696,464.931070599564,52.2514239628291,367.68304406954
2023-04-20,164.598940585907,280.678485019096,104.563938678947,103.81,27.0830683972103,211.77553442042,162.99,151.356939634667,142.583748431284,105.99402262438,132.735972530487,466.135951613458,52.6382110850304,365.605574962135
2023-04-21,162.989001953113,280.335129422449,104.683111180054,106.96,27.0980568131621,211.59662797561,165.08,150.533442408387,147.517703796291,106.333159500643,132.481454296106,462.655184239985,52.5678861537211,365.818153196381
2023-04-24,163.295186601068,276.420875620672,105.239249518549,106.21,27.0211162779428,211.497235506271,162.55,151.449467412901,147.782360405908,108.340483173657,132.6605597203,467.551208677398,52.5327236880664,366.30128554694
2023-04-25,161.754386437167,270.191424081505,103.133868665673,102.57,26.2207348661155,206.289070112912,160.67,152.837384086406,147.820168492997,106.800618438194,129.776019730645,470.400847900735,53.3766228637783,360.513359987242
2023-04-26,161.74450951304,289.762693090386,102.994834081049,104.98,26.9351826931523,208.127830795682,153.75,150.468672963624,146.109352552257,105.819871255488,127.47592901994,461.823242587535,53.5875976577063,358.909360583385
