,NVDA,MSFT,AAPL,AVGO,ORCL,PLTR,BRK.B,JPM,V,BAC,MA,GS,LLY,JNJ,ABBV,UNH,ABT,AMZN,TSLA,HD,MCD,GE,CAT,RTX,GEV,WMT,COST,PG,KO,GOOGL,META,NFLX,XOM,CVX,COP,LIN,SCCO,NEE,CEG,WELL,PLD,SPY
1999-11-30,0.0661591778496926,27.9206914515281,0.734500030286718,,13.5929736470254,,37.3,23.5911263324977,,14.2761447106366,,52.5327277797261,35.7129470856451,26.6069775931402,,5.06808019757191,9.04040982852179,4.253,,31.0077800893337,23.7444945779424,112.696503011033,12.0032400699393,8.14943969787188,,12.2473053742487,30.6776658184754,27.5289349309289,16.475590281026,,,,17.5968430514173,16.989450284975,8.01094856645263,,0.713594252086262,2.41322851739223,,,5.80783750003601,87.7133380719167
1999-12-01,0.0695024802244244,28.5769273626349,0.773450220919068,,14.1702891477397,,37.2,23.6338804773074,,14.2201216210026,,53.2739056240827,35.5586472445782,26.2737495500662,,5.15297102875958,8.907182736312,4.25,,31.837891136049,24.2127551623512,116.481054752816,12.148169229904,8.3744507762556,,12.4752117525174,31.9323418662373,28.4930819607679,16.7207992448752,,,,18.3046217594493,17.7453043288187,8.14834613651102,,0.704482497523333,2.43032796517261,,,5.80783750003601,88.4218148979133
1999-12-02,0.0746225090040137,29.0737040803886,0.826959827703009,,15.2226871959167,,37.0,24.1438763475374,,13.8515973910181,,54.1898895638064,35.4989182738426,25.6585593166988,,5.32372844781524,8.93811045414641,4.453,,31.8222286634695,23.7760627072284,116.645600480719,12.2930983898688,8.47974442190952,,12.2835147988335,31.9959121193239,28.5438265412858,16.5368925219883,,,,18.2114345941285,17.4460321693273,8.02267762731128,,0.713594252086262,2.42701839463447,,,5.80783750003601,88.9532014862409
1999-12-03,0.0728457825991562,29.4754185867203,0.863058173934531,,15.7739433163904,,36.8,25.0417133885412,,14.1120211802071,,55.2806795988972,35.7776534706086,24.928020914575,,5.27494061379933,8.907182736312,4.328,,32.9890828706448,24.1390961940172,117.996607509822,12.4923759848204,8.709082636416,,12.5795800939675,33.0197277742975,28.8736663146517,16.7502243205371,,,,18.3112779855437,17.4460321693273,8.05283806951921,,0.701125535315938,2.45128857858081,,,5.80783750003601,90.5866051995696
1999-12-06,0.0748708686089937,29.2668950261817,0.870563027620918,,15.7238291236201,,36.72,24.0858528652957,,13.5960872582288,,53.8402773730722,34.5930288843531,24.8152360384577,,5.27494061379933,8.6550028832006,4.369,,32.6366772376053,24.2338005818752,118.845317053746,12.3267426591464,8.42060689489841,,12.6903383338737,32.7888673815093,28.7721771536161,15.8404990646567,,,,18.6108081597892,17.457542637,8.02267762731128,,0.689136384575241,2.42370882409633,,,5.75266304378567,89.9174881972395
1999-12-07,0.0723681679741945,28.518663426602,0.884146812793279,,15.8861991081959,,36.22,24.0125600456219,,12.8983480494581,,56.5952214360579,33.0998046159637,23.9360266632701,,5.11686803158781,8.51939673577277,4.303,,32.5975210561564,23.5129949631785,121.244220560551,11.824666640697,8.09607168569113,,12.3538036818509,31.9524166830014,27.8841469945538,14.4673288671013,,,,18.6108081597892,17.2177412271511,7.9807881242447,,0.692493346782636,2.3718588856655,,,5.71781601878545,89.1893604282398
1999-12-08,0.075577738253937,28.1353480579649,0.825984196723778,,15.2607739824222,,36.0,23.7346581043588,,12.4536621452768,,55.9379505174776,32.9753692602646,23.3797921606004,,5.12857711175163,8.45754130010394,4.4,,33.0047453432243,23.4445973497255,122.344078847065,11.6797374807322,8.43791543938947,,12.4922514817337,30.844955958177,28.0871253166252,14.7125378309505,,,,18.5220584785313,17.3616220730605,8.10310547319911,,0.67139244147901,2.35806900842326,,,5.62779453753489,88.6186140162457
1999-12-09,0.0733233972241179,28.4420003528746,0.789885850492256,,15.7478839361498,,35.7,23.7835199841413,,12.5150828502742,,55.9379505174776,33.2889463566264,23.9027038589627,,4.92757123560611,8.37189531225478,5.18,,34.1637683141099,23.4866881887735,124.327287883377,11.8557228892609,8.57349903790274,,13.2590392964693,30.7613108883262,27.8841469945538,15.2348329239492,,,,19.1100251168651,17.6858335791762,8.14834613651102,,0.665637649123476,2.32000894723468,,,5.645218050035,89.0515720765769
1999-12-10,0.0724827954841853,28.7854509231735,0.772999929697884,,16.9646565366135,,35.74,24.1072299377005,,13.1759696360465,,57.3363992804145,32.7912049338299,24.1923559271732,,4.9705045295401,8.29814460049579,5.335,,34.8490014894645,22.7553598603148,127.687484853198,12.0834687120626,8.54609384245857,,13.4720359116736,30.6977406352396,28.0110084458484,15.5094669634603,,,,18.3734027624242,17.4095823550303,7.93889862117812,,0.67139244147901,2.31008023562026,,,5.57262008128455,89.3467997229057
1999-12-13,0.0722344358792052,29.6287447341751,0.742980514952336,,15.9984549000015,,35.7,23.9820213707578,,12.9327436442567,,57.3783527433026,31.9201574439362,23.8847608104895,,4.90317731859816,8.07213435478275,5.125,,35.675196918035,22.0976905001901,128.873946154398,11.9877119456573,8.56196000824203,,14.4837698338941,31.4304714471325,27.9856361555895,15.2029557586488,,,,18.3401216319525,17.1812914128541,8.00089508571666,,0.662280686916081,2.3133898061584,,,5.5000221125341,89.5042390175716
1999-12-14,0.0710499516093003,30.2635149846382,0.711985469227556,,15.4231439669981,,34.94,23.3804094759356,,12.5617625860723,,55.063920040642,33.0400756452282,24.1436533670316,,5.07393473765382,7.92463293126476,4.7815,,36.2194678401738,21.7030888841153,129.800598411539,11.9385395520979,8.42060689489841,,14.2835530156021,30.5940207486246,28.3154759289555,15.0190490357619,,,,18.277996855072,16.8455694390656,7.89700911811154,,0.683381592219707,2.33765999010475,,,5.44484765628376,88.6383228969091
