,AAPL,AMD,AMZN,ARKK,AXP,BA,BAC,BNTX,C,CRM,CSCO,CVX,DIS,GE,GEV,GOOGL,GS,HOOD,INTC,JPM,KO,LMT,MA,META,MRNA
1999-11-22,0.680089841060411,13.47,4.025,,31.9797049767993,26.9865808717821,15.6499282999215,,221.371549794601,,28.6394788462999,17.4824819836243,20.8460474281588,121.408766288455,,,55.7211909592224,,22.8605476394599,25.1233114476783,15.9936025514154,10.3178413836751,,,
1999-11-23,0.696525470633599,13.405,4.0875,,32.1244095242056,26.9028116379394,15.2553308859779,,216.193036754763,,28.9667871759719,17.1947202918056,20.6547992866161,119.191729112491,,,54.3646956591735,,22.4345747020786,24.5310555408258,16.2993841847783,10.446814400971,,,
1999-11-24,0.710634595564007,13.625,4.3625,,31.6282796473839,26.4581903198513,14.6147190349461,,213.228239212871,,30.2563819948796,17.3136617910907,21.6110399943298,118.542206502345,,,53.9311765426631,,23.3404771489094,24.4144455695284,16.6198433365427,10.41586087682,,,
1999-11-26,0.71341139142797,13.845,4.6565,,31.5455913345803,26.4581903198513,14.7365083602374,,214.967587104115,,30.5018632421336,17.0738603812418,21.0831951236718,117.459668818769,,,54.0570369313274,,22.7895521498963,24.2610113967686,16.28226041331,10.3487949078261,,,
1999-11-29,0.709658964584776,15.25,4.522,,30.5533315809369,26.3422021499153,13.8693683641639,,209.512359627033,,30.3578475770779,16.989450284975,21.7563885819023,115.294593451616,,,52.092216419401,,22.4175357845834,23.6104505042674,16.4437131157256,10.6273766251853,,,
1999-11-30,0.734500030286718,14.125,4.253,,31.2768543179685,26.1811074694486,14.2761447106366,,212.99105540952,,29.1926299234456,16.989450284975,21.3279927448465,112.696503011033,,,52.5327277797261,,21.7785763785115,23.7055796913784,16.475590281026,10.3666460897294,,,
1999-12-01,0.773450220919068,13.75,4.25,,31.5869354909821,26.7417169574727,14.2201216210026,,214.690872666871,,29.9290736652076,17.7453043288187,21.4197918527871,116.481054752816,,,53.2739056240827,,21.670663234375,23.7485412597511,16.7207992448752,10.5282990217121,,,
1999-12-02,0.826959827703009,15.25,4.453,,31.7109679601875,25.8589181085152,13.8515973910181,,213.465423016223,,30.6033288243319,17.4460321693273,21.3126928935231,116.645600480719,,,54.1898895638064,,22.0256406821927,24.2610113967686,16.5368925219883,10.4605090824935,,,
1999-12-03,0.863058173934531,15.5,4.328,,32.5171790100228,26.0200127889819,14.1120211802071,,226.075695227737,,31.2775839834563,17.4460321693273,21.6110399943298,117.996607509822,,,55.2806795988972,,22.3465402950199,25.1632043325959,16.7502243205371,10.4292214182388,,,
1999-12-06,0.870563027620918,15.72,4.369,,32.4965069318219,24.8472435151843,13.5960872582288,,222.122631838547,,32.1580433902739,17.457542637,21.2744432652146,118.845317053746,,,53.8402773730722,,22.116514908834,24.2027064111199,15.8404990646567,10.1997785470375,,,
1999-12-07,0.884146812793279,15.875,4.303,,32.8479322612373,24.4477287076269,12.8983480494581,,226.075695227737,,33.2217954617079,17.2177412271511,21.0372955697016,121.244220560551,,,56.5952214360579,,21.9205673576386,24.1290580081953,14.4673288671013,10.2362808220014,,,
1999-12-08,0.825984196723778,14.875,4.4,,32.7238997920319,24.0031073895388,12.4536621452768,,221.173896625142,,32.7111944674196,17.3616220730605,20.8460474281588,122.344078847065,,,55.9379505174776,,21.1566558899349,23.8498078137726,14.7125378309505,10.4292214182388,,,
1999-12-09,0.789885850492256,14.69,5.18,,33.0339809650454,24.3639594737842,12.5150828502742,,217.932384646007,,32.2824205555493,17.6858335791762,21.1367446033038,124.327287883377,,,55.9379505174776,,20.8016784421172,23.8989067490557,15.2348329239492,10.3666460897294,,,
1999-12-10,0.772999929697884,14.625,5.335,,34.6877472211178,25.2145393866484,13.1759696360465,,221.885448035196,,32.6686443845623,17.4095823550303,21.4503915554339,127.687484853198,,,57.3363992804145,,20.5176964838631,24.2241871953063,15.5094669634603,10.3301438147655,,,
1999-12-13,0.742980514952336,14.535,5.125,,34.3776660481042,24.6088233880936,12.9327436442567,,218.722997323844,,33.1236029628063,17.1812914128541,21.1367446033038,128.873946154398,,,57.3783527433026,,21.2446902969937,24.0983711736433,15.2029557586488,10.3666460897294,,,
1999-12-14,0.711985469227556,13.815,4.7815,,33.1786855124518,24.8085807918723,12.5617625860723,,211.488891321628,,32.0565778080756,16.8455694390656,21.8022881358725,129.800598411539,,,55.063920040642,,20.5716530559314,23.49384053297,15.0190490357619,10.5282990217121,,,
1999-12-15,0.727970807579561,13.565,4.825,,32.7032277138309,24.969675472339,12.4462916606771,,215.441954710817,,31.3823226489513,17.2541910414482,22.0929853110175,124.976810493523,,,55.5463848638552,,22.4175357845834,23.1685600867194,14.6831127552886,10.4292214182388,,,
1999-12-16,0.737802165908728,14.75,4.744,,31.5455913345803,25.5753914708938,12.330820735282,,213.465423016223,,32.0369393082953,17.1582704775086,21.4197918527871,127.852030581102,,,54.931067408163,,22.7895521498963,23.0151259139596,14.3447243851767,10.5908743502215,,,
1999-12-17,0.750485368638723,14.405,4.703,,32.0685949130632,24.6861488347176,11.9770374744968,,215.441954710817,,32.6293673850016,16.7860986894231,21.6110399943298,131.532658705261,,,56.0708031499566,,23.3035594943364,22.3246721365408,14.6512355899882,10.5908743502215,,,
1999-12-20,0.735475661265948,14.625,4.85,,32.0830653678038,24.7505867069043,11.7927753595046,,215.125709639682,,33.8109504551175,16.5251947555075,21.526890812051,132.736440609398,,,57.2524923546383,,23.0195775360822,22.1712379637811,14.6046458868568,10.3979337539841,,,
1999-12-21,0.769247502854691,15.03,4.994,,32.6205394010273,24.931012749027,12.1146198536911,,221.371549794601,,34.0400662858879,16.3909059659921,21.7563885819023,136.668217476147,,,56.5952214360579,,23.5364247001048,23.0151259139596,14.3300118473457,10.3301438147655,,,
1999-12-22,0.75003507741754,14.405,4.8845,,32.1244095242056,25.3756340671151,11.9156167694994,,217.418486405412,,33.5491037913799,16.2585355877555,22.184784418958,137.083911946641,,,55.7211909592224,,23.4285115559682,22.9783017124973,14.3447243851767,10.2675684862561,,,
1999-12-23,0.776752356541078,14.315,4.5,,32.9306205740409,26.541959553694,12.1318176510903,,219.908916340601,,34.1709896177567,16.5827470938713,22.2842334525603,136.753965870255,,,56.6371748989461,,23.6074201896683,23.7822967777583,14.5286311080636,10.2988561505108,,,
1999-12-27,0.745307019595116,14.47,4.0565,,32.7238997920319,26.7030542341607,12.0384581794943,,215.441954710817,,34.4328362814943,16.23551465241,22.421932114471,138.49052416702,,,57.3783527433026,,24.1555053690989,23.4754284322388,14.5899333490259,10.2675684862561,,,
