AAPL,MSFT,AMZN,Transcations
0,14,33,0
12,19,15,3
61,1,2,3
27,9,29,3
34,10,26,3
0,42,6,3
13,40,3,3
53,20,3,2
1,54,7,3
2,60,2,3
,,,26
