AAPL,MSFT,AMZN,Transcations
0,14,33,0
17,18,11,3
59,1,4,3
36,6,25,3
40,10,19,3
0,41,8,3
57,17,0,3
58,18,4,3
11,53,0,3
23,50,0,2
,,,26
