AAPL,MSFT,AMZN,Transcations
2,16,27,0
19,10,26,3
35,8,19,3
41,4,26,3
4,15,58,3
44,3,45,3
53,9,29,3
2,55,5,3
26,29,35,3
60,10,41,3
,,,27
