AAPL,MSFT,AMZN,Transcations
3,5,47,0
33,10,7,3
49,8,0,3
24,6,36,3
41,0,36,2
3,38,8,3
16,36,5,3
59,3,27,3
61,16,7,3
10,24,60,3
,,,26
