AAPL,MSFT,AMZN,Transcations
3,5,47,0
12,5,36,2
12,5,36,0
3,15,27,3
3,15,27,0
1,28,2,3
1,28,2,0
1,28,2,0
1,28,2,0
1,28,2,0
,,,8
