AAPL,MSFT,AMZN,Transcations
32,0,26,0
12,9,31,3
27,14,4,3
24,7,20,3
13,12,23,3
21,9,20,3
22,0,39,3
32,12,4,3
13,15,21,3
23,3,33,3
,,,27
