AAPL,MSFT,AMZN,Transcations
10,23,5,0
8,9,44,3
51,1,18,3
21,10,39,3
17,19,32,3
8,13,63,3
2,46,5,3
46,16,20,3
9,53,0,3
16,41,24,3
,,,27
