AAPL,MSFT,AMZN,Transcations
3,5,47,0
24,10,18,3
47,7,5,3
13,15,32,3
30,9,32,2
11,38,1,3
3,44,6,3
60,16,2,3
8,50,6,3
36,40,1,3
,,,26
