AAPL,MSFT,AMZN,Transcations
1,20,26,0
30,9,17,3
15,14,24,3
12,15,25,3
6,3,59,3
3,9,48,3
28,12,17,3
13,19,17,2
1,6,60,3
19,20,8,3
53,1,8,2
29,15,6,3
,,,31
