AAPL,MSFT,AMZN,Transcations
44,7,3,0
0,32,2,3
18,20,15,3
8,33,0,3
51,14,6,3
39,7,39,3
32,29,3,3
9,29,33,2
12,35,21,3
18,18,57,3
25,40,1,3
43,33,0,3
,,,32
