AAPL,MSFT,AMZN,Transcations
44,7,3,0
0,32,2,3
18,20,15,3
8,33,0,3
48,11,16,3
36,4,49,3
29,26,13,3
2,37,22,3
5,43,10,3
11,26,46,3
29,36,4,3
12,48,3,3
,,,33
