AAPL,MSFT,AMZN,Transcations
25,7,28,0
3,21,20,3
7,25,5,3
25,1,45,3
4,11,43,3
2,17,31,3
32,2,35,3
32,6,26,2
5,12,42,3
37,0,31,3
13,23,8,3
7,8,50,3
,,,32
