AAPL,MSFT,AMZN,Transcations
29,16,0,0
2,29,8,3
52,0,22,3
10,27,9,3
0,17,48,3
54,8,24,3
4,38,12,3
4,20,59,2
29,19,39,3
55,4,47,3
63,20,4,3
25,39,13,3
,,,32
