AAPL,MSFT,AMZN,Transcations
19,10,28,0
63,0,4,3
18,26,4,2
6,23,32,3
57,13,9,3
22,26,17,3
49,24,1,3
27,17,46,3
13,25,48,3
15,34,31,3
20,37,23,3
20,45,10,2
,,,31
