AAPL,MSFT,AMZN,Transcations
58,1,0,0
56,2,0,2
17,16,15,3
0,27,7,3
58,2,6,3
22,7,28,3
23,17,5,3
2,18,25,3
1,25,10,3
10,13,26,3
27,14,1,3
27,14,1,0
,,,29
