AAPL,MSFT,AMZN,Transcations
24,9,24,0
27,9,27,2
9,9,56,2
42,1,44,3
45,0,49,3
55,10,22,3
47,21,11,3
9,38,18,3
11,38,21,2
56,20,13,3
32,30,27,3
13,43,26,3
,,,30
