Date,AAPL,AMZN,MSFT,VOO
2022-06-01,146.3618927001953,121.68399810791016,265.68072509765625,358.5599670410156
2022-06-02,148.82240295410156,125.51100158691406,267.78729248046875,365.3692626953125
2022-06-03,143.08447265625,122.3499984741211,263.340087890625,359.4552001953125
2022-06-06,143.8324737548828,124.79000091552734,262.1014404296875,360.43609619140625
2022-06-07,146.3618927001953,123.0,265.7587890625,363.9598083496094
2022-06-08,145.62374877929688,121.18000030517578,263.7204895019531,359.97894287109375
2022-06-09,140.38771057128906,116.1500015258789,258.2394714355469,351.5126037597656
2022-06-10,134.96473693847656,109.6500015258789,246.7313995361328,341.1986083984375
2022-06-13,129.797607421875,103.66999816894531,236.266845703125,328.0466613769531
2022-06-14,130.66372680664062,102.30999755859375,238.441650390625,327.2276306152344
2022-06-15,133.2915496826172,107.66999816894531,245.5317840576172,331.9132080078125
2022-06-16,128.00634765625,103.66000366210938,238.90977478027344,321.00885009765625
2022-06-17,129.482666015625,106.22000122070312,241.52346801757812,321.8468933105469
2022-06-21,133.72459411621094,108.68000030517578,247.46282958984375,329.73236083984375
2022-06-22,133.2128143310547,108.94999694824219,246.867919921875,329.0371398925781
2022-06-23,136.08670043945312,112.44000244140625,252.4561767578125,332.494140625
2022-06-24,139.42320251464844,116.45999908447266,261.07745361328125,342.84619140625
2022-06-27,139.42320251464844,113.22000122070312,258.3369445800781,341.56048583984375
2022-06-28,135.2698211669922,107.4000015258789,250.13507080078125,334.1798095703125
2022-06-29,137.0315704345703,108.91999816894531,253.821533203125,334.3443298339844
2022-06-30,134.56118774414062,106.20999908447266,250.4763946533203,331.705078125
2022-07-01,136.73631286621094,109.55999755859375,253.1583251953125,335.10931396484375
2022-07-05,139.3247528076172,113.5,256.3474426269531,335.7021789550781
2022-07-06,140.66329956054688,114.33000183105469,259.6242980957031,336.9165344238281
2022-07-07,144.03915405273438,116.33000183105469,261.7601318359375,341.8604431152344
2022-07-08,144.7182159423828,115.54000091552734,261.03839111328125,341.65960693359375
2022-07-11,142.58250427246094,111.75,257.9664001464844,337.7964172363281
2022-07-12,143.556884765625,109.22000122070312,247.39456176757812,334.6789855957031
2022-07-13,143.19271850585938,110.4000015258789,246.46807861328125,333.1202697753906
2022-07-14,146.12570190429688,110.62999725341797,247.79441833496094,332.240478515625
2022-07-15,147.79881286621094,113.55000305175781,250.36911010742188,338.5231018066406
2022-07-18,144.74778747558594,113.76000213623047,247.96022033691406,335.7212829589844
2022-07-19,148.61572265625,118.20999908447266,253.10960388183594,344.8343811035156
2022-07-20,150.6234893798828,122.7699966430664,255.78179931640625,347.0433654785156
2022-07-21,152.89703369140625,124.62999725341797,258.2882385253906,350.552734375
2022-07-22,151.6569061279297,122.41999816894531,253.91909790039062,347.3589172363281
2022-07-25,150.53492736816406,121.13999938964844,252.4268798828125,347.703125
2022-07-26,149.20626831054688,114.80999755859375,245.66835021972656,343.53387451171875
2022-07-27,154.31430053710938,120.97000122070312,262.0917663574219,352.5322570800781
2022-07-28,154.86544799804688,122.27999877929688,269.572021484375,356.9883728027344
2022-07-29,159.94398498535156,134.9499969482422,273.79486083984375,362.21905517578125
2022-08-01,158.95974731445312,135.38999938964844,271.1324462890625,361.1289367675781
2022-08-02,157.48342895507812,134.16000366210938,268.02130126953125,358.7956848144531
2022-08-03,163.50680541992188,139.52000427246094,275.4820861816406,364.3993835449219
2022-08-04,163.19187927246094,142.57000732421875,276.6329040527344,364.1124267578125
2022-08-05,162.96517944335938,140.8000030517578,275.9112243652344,363.3569641113281
2022-08-08,162.49209594726562,139.41000366210938,273.3852844238281,363.0318603515625
2022-08-09,162.54139709472656,137.8300018310547,275.3162841796875,361.5975341796875
2022-08-10,166.79910278320312,142.69000244140625,282.006591796875,369.1710205078125
2022-08-11,166.0598907470703,140.63999938964844,279.9194641113281,369.1710205078125
2022-08-12,169.61781311035156,143.5500030517578,284.6885681152344,375.4918212890625
2022-08-15,170.69212341308594,143.17999267578125,286.2099609375,377.09832763671875
2022-08-16,170.53440856933594,144.77999877929688,285.46875,377.7581787109375
2022-08-17,172.03250122070312,142.10000610351562,284.7161865234375,375.1763000488281
2022-08-18,171.63824462890625,142.3000030517578,283.5922546386719,376.3333740234375
2022-08-19,169.0461883544922,138.22999572753906,279.6634216308594,371.1408996582031
2022-08-22,165.15318298339844,133.22000122070312,271.45379638671875,363.3187561035156
2022-08-23,164.81805419921875,133.6199951171875,270.1735534667969,362.4581298828125
2022-08-24,165.11375427246094,133.8000030517578,269.5382385253906,363.5577697753906
2022-08-25,167.5776824951172,137.27999877929688,272.52886962890625,368.8554382324219
2022-08-26,161.26014709472656,130.75,262.0128173828125,356.2137756347656
2022-08-29,159.0524444580078,129.7899932861328,259.2176208496094,353.8614501953125
2022-08-30,156.61807250976562,128.72999572753906,257.00885009765625,350.01727294921875
2022-08-31,154.95245361328125,126.7699966430664,255.54283142089844,347.2632751464844
2022-09-01,155.68177795410156,127.81999969482422,254.4971160888672,348.334228515625
2022-09-02,153.5627899169922,127.51000213623047,250.2554931640625,344.6813659667969
2022-09-06,152.30123901367188,126.11000061035156,247.50921630859375,343.5242614746094
2022-09-07,153.71063232421875,129.47999572753906,252.2394561767578,349.6825866699219
2022-09-08,152.2322235107422,129.82000732421875,252.65969848632812,351.968017578125
2022-09-09,155.10025024414062,133.27000427246094,258.465087890625,357.3995056152344
2022-09-12,161.07286071777344,136.4499969482422,260.6054382324219,361.3297119140625
2022-09-13,151.62120056152344,126.81999969482422,246.27777099609375,345.5707092285156
2022-09-14,153.06997680664062,128.5500030517578,246.5025634765625,346.8616638183594
2022-09-15,150.1724090576172,126.27999877929688,239.81761169433594,342.9888000488281
2022-09-16,148.5264892578125,123.52999877929688,239.19215393066406,340.2921447753906
2022-09-19,152.25196838378906,124.66000366210938,238.9770965576172,342.9027099609375
2022-09-20,154.63706970214844,122.19000244140625,236.9540252685547,339.03948974609375
2022-09-21,151.50289916992188,118.54000091552734,233.53335571289062,333.072509765625
2022-09-22,150.5370635986328,117.30999755859375,235.51736450195312,330.2611389160156
2022-09-23,148.26036071777344,113.77999877929688,232.52670288085938,324.772216796875
2022-09-26,148.59548950195312,115.1500015258789,232.06735229492188,321.6260986328125
2022-09-27,149.57118225097656,114.41000366210938,231.05093383789062,320.71771240234375
2022-09-28,147.67889404296875,118.01000213623047,235.6053009033203,327.0173034667969
2022-09-29,140.42501831054688,114.80000305175781,232.1162109375,320.1980285644531
2022-09-30,136.20675659179688,113.0,227.6204833984375,315.31890869140625
2022-10-03,140.3954620361328,115.87999725341797,235.28280639648438,323.65576171875
2022-10-04,143.9927978515625,121.08999633789062,243.23825073242188,333.4812316894531
2022-10-05,144.28846740722656,120.94999694824219,243.5509796142578,332.90496826171875
2022-10-06,143.33245849609375,120.30000305175781,241.1956329345703,329.3992919921875
2022-10-07,138.06948852539062,114.55999755859375,228.93011474609375,320.1500244140625
2022-10-10,138.39476013183594,113.66999816894531,224.05325317382812,317.7585144042969
2022-10-11,136.97549438476562,112.20999908447266,220.30030822753906,315.6647033691406
2022-10-12,136.34475708007812,112.9000015258789,220.632568359375,314.6850891113281
2022-10-13,140.9276885986328,112.52999877929688,228.93011474609375,322.9257507324219
2022-10-14,136.38418579101562,106.9000015258789,223.37890625,315.6551208496094
2022-10-17,140.35601806640625,113.79000091552734,232.1455841064453,323.6749572753906
2022-10-18,141.6767120361328,116.36000061035156,233.09356689453125,327.4879455566406
2022-10-19,141.78512573242188,115.06999969482422,231.1193389892578,325.22125244140625
2022-10-20,141.32191467285156,115.25,230.7968292236328,322.5511779785156
2022-10-21,145.14596557617188,119.31999969482422,236.63148498535156,330.3021240234375
2022-10-24,147.29449462890625,119.81999969482422,241.64523315429688,334.3264465332031
2022-10-25,150.142822265625,120.5999984741211,244.97789001464844,339.76263427734375
2022-10-26,147.19595336914062,115.66000366210938,226.0763397216797,337.22698974609375
2022-10-27,142.7115478515625,110.95999908447266,221.60989379882812,335.42138671875
2022-10-28,153.49380493164062,103.41000366210938,230.52317810058594,343.2491149902344
