AAPL,MSFT,AMZN,Transcations
26.915102675442284,24.55961551300329,12.809062947135928,0
29.173139878024458,23.091215089472524,21.515360637064582,3
37.60593068566208,27.028779221026536,9.642704938472715,3
0.0,42.859804122630436,13.306453325247482,3
17.6782177948925,39.57521213029071,3.516859271131312,3
40.00124897916067,31.77609696084554,10.30608017127307,3
1.039550956355385,25.326608798821503,77.21601423069943,3
10.600735084790186,36.74609403842778,36.59161150513437,3
38.877525936838076,34.192232276162514,10.875876639750796,3
54.247689091867336,30.49995034588605,6.910272199718285,3
22.35661712827028,19.971968948783488,69.37374651846449,3
16.628257457829367,55.163846398047,10.859612869117473,3
109.51302503871811,15.861921806310736,0.0,3
,,,36
