AAPL,MSFT,AMZN,Transcations
11.579753476643774,12.837980836342629,7.471953385829291,0
0.37711220573633764,20.27857442462436,8.807210884088718,3
39.94239486099175,7.732419202717672,0.5293518830038053,3
3.7256775111544025,21.03260248397459,7.573814574918536,3
1.5179387080175148,25.453243106216352,0.4781268146131297,3
19.77389666512719,20.438695122886113,1.0292171780241142,3
2.3240949189100126,28.053621826000867,8.509913679179375,3
1.0961767753531015,18.0951831387283,33.05245202892751,3
21.26865840428174,19.88305317325989,6.864091012444246,3
8.558245880970494,3.7203717804391787,65.66070274711888,3
5.075515956105898,30.669959687112062,9.483624189234256,3
23.841606615106993,24.723854445550415,4.901830421593646,3
49.99379624425581,9.283495736701992,15.180365163940536,3
,,,36
