AAPL,MSFT,AMZN,Transcations
23.47247326346711,5.581730798409838,7.8277606899164,0
28.04885786443558,6.519435199089714,4.3096241877967385,3
41.29551066616328,2.3363181788357372,3.186526038204537,3
26.683574891782158,2.2701422861117,19.025955677076077,3
33.587860970235425,3.6983845987881665,11.393466905918979,3
37.79192592331544,1.0260102587131152,20.69226750471874,3
41.181845119327356,4.677456575765075,16.018153288392025,3
58.62308708941379,1.76683910388722,7.274204364916642,3
57.69610036591877,6.7145744555551,2.0614862868805086,3
57.47988013525525,6.340920779543426,7.422646762175037,3
45.51745054410445,7.398032300549419,22.165425672194193,3
66.79703403948797,7.459719934492317,0.7847691014953116,3
74.57767499576707,8.001383761402808,0.7646409723281478,3
,,,36
