AAPL,MSFT,AMZN,Transcations
19,10,28,0
19,10,28,0
19,10,28,0
19,10,28,0
19,10,28,0
19,10,28,0
19,10,28,0
19,10,28,0
19,10,28,0
19,10,28,0
8,22,14,3
25,18,2,3
,,,6
