PLTR,ORCL,HOOD,Transcations
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
10,6,0,0
,,,0
